"","gene_oid","Locus.Tag","Gene.Symbol","Product.Name","DNA.Seq.Length","AA.Seq.Length","Genome","Enzymes","COGs","COG.Categories","Pfams","TIGRfams","Signal.Peptide","Transmembrane.Helices","Kegg.Category","modulekey"
"99",2582891390,"TE567DRAFT_00653",NA,"Gluconolactonase",933,310,"Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.567","EC:3.1.1.17","COG3386","G","pfam08450","","No","No","Aromatic degradation","M00124"
"100",2582891734,"TE567DRAFT_00998",NA,"3-oxoadipate enol-lactonase",816,271,"Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.567","EC:3.1.1.24","COG0596","R","pfam12697","TIGR02427","No","No","Aromatic degradation","M00124"
"101",2582892370,"TE567DRAFT_01635",NA,"Threonine dehydrogenase and related Zn-dependent dehydrogenases",1005,334,"Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.567","EC:1.1.1.1","COG1063","E R","pfam00107 pfam08240","TIGR01202","No","No","Aromatic degradation","M00555"
"102",2582892820,"TE5716DRAFT_00306",NA,"Ferredoxin subunits of nitrite reductase and ring-hydroxylating dioxygenases",336,111,"Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.5716","","COG2146","P R","pfam00355","","No","No","Aromatic degradation",NA
"103",2582894275,"TE755DRAFT_00197",NA,"Protocatechuate 3,4-dioxygenase beta subunit",660,219,"Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.755","EC:1.13.11.3","COG3485","Q","pfam00775","","Yes","No","Aromatic degradation",NA
"104",2582894980,"TE755DRAFT_00904",NA,"Uncharacterized protein, 4-oxalocrotonate tautomerase homolog",210,69,"Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.755","EC:5.3.2.6","COG1942","R","pfam01361","TIGR00013","No","No","Aromatic degradation","M00124"
"105",2582897594,"TE8031DRAFT_00867",NA,"Ferredoxin subunits of nitrite reductase and ring-hydroxylating dioxygenases",321,106,"Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.8031","","COG2146","P R","pfam00355","","No","No","Aromatic degradation",NA
"106",2582900602,"TE8052DRAFT_02199",NA,"NAD-dependent aldehyde dehydrogenases",1296,431,"Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.8052","EC:1.2.1.32 EC:1.2.1.85","COG1012","C","pfam00171","","No","No","Aromatic degradation",""
"107",2582901084,"TE911DRAFT_00482",NA,"Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)",843,280,"Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.911","EC:3.1.1.24","COG0596","R","pfam12697","","No","No","Aromatic degradation","M00124"
"108",2582901467,"TE911DRAFT_00866",NA,"4-oxalocrotonate tautomerase family enzyme",204,67,"Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.911","EC:5.3.2.6","COG1942","R","pfam01361","TIGR00013","No","No","Aromatic degradation","M00124"
"109",2582903633,"TE913DRAFT_00155",NA,"Uncharacterized protein, 4-oxalocrotonate tautomerase homolog",180,59,"Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.913","EC:5.3.2.6","COG1942","R","pfam01361","TIGR00013","No","No","Aromatic degradation","M00124"
"110",2582904909,"TE9727DRAFT_00320",NA,"2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases",1188,395,"Composite genome from Trout Bog Epilimnion pan-assembly TBepi.metabat.9727","EC:1.14.13.1","COG0654","H C","pfam01494","","No","No","Aromatic degradation",NA
"111",2582906930,"TH111DRAFT_01310",NA,"Alcohol dehydrogenase, class IV",1131,376,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.111","EC:1.1.1.1","COG1454","C","pfam00465","","No","No","Aromatic degradation","M00555"
"112",2582908273,"TH1225DRAFT_00332",NA,"Alcohol dehydrogenase, class IV",1158,385,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1225","EC:1.1.1.1","COG1454","C","pfam00465","","No","No","Aromatic degradation","M00555"
"113",2582909137,"TH1542DRAFT_00203",NA,"Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit",378,125,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:4.1.1.44","COG0599","S","pfam02627","TIGR02425","No","No","Aromatic degradation",NA
"114",2582909628,"TH1542DRAFT_00695",NA,"4-hydroxybenzoate 3-monooxygenase",1194,397,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.14.13.2","COG0654","H C","pfam01494","TIGR02360","No","No","Aromatic degradation",NA
"115",2582909635,"TH1542DRAFT_00702",NA,"Predicted dehydrogenases and related proteins",960,319,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.1.1.312","COG0673","R","pfam01408","","No","No","Aromatic degradation","M00533"
"116",2582910269,"TH1542DRAFT_01336",NA,"benzoyl-CoA reductase (2-electron) gamma subunit (EC 1.3.99.15)",1140,379,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.3.7.8","COG1775","E","pfam06050","TIGR03190","No","No","Aromatic degradation","M00541"
"117",2582910270,"TH1542DRAFT_01337",NA,"benzoyl-CoA reductase (2-electron) beta subunit (EC 1.3.99.15)",1305,434,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.3.7.8","COG1775","E","pfam06050","TIGR03191","No","No","Aromatic degradation","M00541"
"118",2582910271,"TH1542DRAFT_01338",NA,"benzoyl-CoA reductase (2-electron) delta subunit (EC 1.3.99.15)",810,269,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.3.7.8","","","pfam01869","TIGR00241 TIGR02261","No","No","Aromatic degradation","M00541"
"119",2582910272,"TH1542DRAFT_01339",NA,"benzoyl-CoA reductase (2-electron) alpha subunit (EC 1.3.99.15)",918,305,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.3.7.8","","","pfam01869","TIGR03192 TIGR00241","No","No","Aromatic degradation","M00541"
"120",2582910278,"TH1542DRAFT_01345",NA,"Enoyl-CoA hydratase/carnithine racemase",774,257,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:4.2.1.100","COG1024","I","pfam00378","TIGR03189","No","No","Aromatic degradation","M00541"
"121",2582910279,"TH1542DRAFT_01346",NA,"6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase (EC 1.1.1.-)",1071,356,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.1.1.368","COG1064","R","pfam00107 pfam08240","TIGR03201","No","No","Aromatic degradation","M00541"
"122",2582910280,"TH1542DRAFT_01347",NA,"6-ketocyclohex-1-ene-1-carbonyl-CoA hydrolase (EC 3.7.1.-)",1131,376,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:3.7.1.-","","","pfam00378","TIGR03200","No","No","Aromatic degradation","M00418"
"123",2582911374,"TH1542DRAFT_02442",NA,"2-keto-4-pentenoate hydratase",804,267,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:4.1.1.77","COG3971","Q","pfam01557","","No","No","Aromatic degradation","M00124"
"124",2582911685,"TH1542DRAFT_02754",NA,"2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases",1179,392,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.14.13.1","COG0654","H C","pfam01494","","No","Yes","Aromatic degradation",NA
"125",2582912237,"TH1542DRAFT_03306",NA,"4-hydroxybenzoyl-CoA reductase gamma subunit (EC 1.3.99.20)",480,159,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.3.7.9","COG2080","C","pfam00111 pfam01799","TIGR03193","No","No","Aromatic degradation",NA
"126",2582912238,"TH1542DRAFT_03307",NA,"4-hydroxybenzoyl-CoA reductase alpha subunit (EC 1.3.99.20)",2358,785,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.3.7.9","COG1529","C","pfam01315 pfam02738","TIGR03194","No","No","Aromatic degradation",NA
"127",2582912239,"TH1542DRAFT_03308",NA,"4-hydroxybenzoyl-CoA reductase beta subunit (EC 1.3.99.20)",978,325,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.1542","EC:1.3.7.9","COG1319","C","pfam00941 pfam03450","TIGR03195","No","No","Aromatic degradation",NA
"128",2595239592,"TH02062DRAFT_00974",NA,"Ferredoxin subunits of nitrite reductase and ring-hydroxylating dioxygenases",315,104,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2062.v2","","COG2146","P R","pfam00355","","No","No","Aromatic degradation",NA
"129",2595239608,"TH02062DRAFT_00990",NA,"Gluconolactonase",972,323,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2062.v2","EC:3.1.1.17","COG3386","G","pfam08450","","Yes","No","Aromatic degradation","M00124"
"130",2595241638,"TH02086DRAFT_00100",NA,"Gluconolactonase",957,318,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2086.v2","EC:3.1.1.17","COG3386","G","pfam08450","","No","Yes","Aromatic degradation","M00124"
"131",2582921459,"TH2152DRAFT_00132",NA,"Ferredoxin subunits of nitrite reductase and ring-hydroxylating dioxygenases",321,106,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","","COG2146","P R","pfam00355","","No","No","Aromatic degradation",NA
"132",2582921858,"TH2152DRAFT_00533",NA,"Ferredoxin subunits of nitrite reductase and ring-hydroxylating dioxygenases",294,97,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2152","","COG2146","P R","pfam00355","","No","No","Aromatic degradation",NA
"133",2582922366,"TH2159DRAFT_00058",NA,"Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit",411,136,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:4.1.1.44","COG0599","S","pfam02627","TIGR02425","No","No","Aromatic degradation",NA
"134",2582922569,"TH2159DRAFT_00261",NA,"3-carboxy-cis,cis-muconate cycloisomerase (EC 5.5.1.2)",1206,401,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:5.5.1.2","COG0015","F","pfam00206","TIGR02426","No","No","Aromatic degradation",NA
"135",2582922846,"TH2159DRAFT_00539",NA,"hypothetical protein",627,208,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:4.1.1.44","","","","","Yes","No","Aromatic degradation",NA
"136",2582923137,"TH2159DRAFT_00832",NA,"4-oxalocrotonate isomerase (EC 5.3.2.-)",192,63,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:5.3.2.6","COG1942","R","pfam01361","TIGR00013","No","No","Aromatic degradation","M00124"
"137",2582923138,"TH2159DRAFT_00833",NA,"4-oxalocrotonate decarboxylase (EC 4.1.1.77)",789,262,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:4.1.1.77","COG3971","Q","pfam01557","TIGR03218","No","No","Aromatic degradation","M00124"
"138",2582923139,"TH2159DRAFT_00834",NA,"4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.39)",1044,347,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:4.1.3.39 EC:4.1.3.43","COG0119","E","pfam00682 pfam07836","TIGR03217","No","No","Aromatic degradation","M00033"
"139",2582923140,"TH2159DRAFT_00835",NA,"acetaldehyde dehydrogenase (EC 1.2.1.10)",921,306,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.2.1.10 EC:1.2.1.87","COG4569","Q","pfam01118 pfam09290","TIGR03215","No","No","Aromatic degradation","M00033"
"140",2582923143,"TH2159DRAFT_00838",NA,"2-oxopent-4-enoate hydratase",783,260,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:4.2.1.132 EC:4.2.1.80","COG3971","Q","pfam01557","TIGR03220","No","No","Aromatic degradation","M00033"
"141",2582923144,"TH2159DRAFT_00839",NA,"Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)",846,281,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:3.7.1.9","COG0596","R","pfam12697","","No","No","Aromatic degradation","M00124"
"142",2582923145,"TH2159DRAFT_00840",NA,"2-hydroxymuconic semialdehyde dehydrogenase",1461,486,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.2.1.32 EC:1.2.1.85","COG1012","C","pfam00171","TIGR03216","No","No","Aromatic degradation",""
"143",2582923148,"TH2159DRAFT_00843",NA,"catechol 2,3-dioxygenase (EC 1.13.11.2)",945,314,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.13.11.2","COG3324","R","pfam00903 pfam12681","TIGR03211","No","No","Aromatic degradation","M00124"
"144",2582923149,"TH2159DRAFT_00844",NA,"2Fe-2S iron-sulfur cluster binding domain",348,115,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.18.1.3","","","pfam00111","","No","No","Aromatic degradation","M00125"
"145",2582923150,"TH2159DRAFT_00845",NA,"phenol 2-monooxygenase P5 subunit (EC 1.14.13.7)",1065,354,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","COG2871","C","pfam00111 pfam00175 pfam00970","","No","No","Aromatic degradation",NA
"146",2582923151,"TH2159DRAFT_00846",NA,"phenol 2-monooxygenase P4 subunit (EC 1.14.13.7)",357,118,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","","","pfam04663","","No","No","Aromatic degradation",NA
"147",2582923152,"TH2159DRAFT_00847",NA,"phenol 2-monooxygenase P3 subunit (EC 1.14.13.7)",1560,519,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.14.13.-","","","pfam02332 pfam04945","","No","No","Aromatic degradation","M00028"
"148",2582923153,"TH2159DRAFT_00848",NA,"phenol 2-monooxygenase P2 subunit (EC 1.14.13.7)",270,89,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","","","pfam02406","","No","No","Aromatic degradation",NA
"149",2582923154,"TH2159DRAFT_00849",NA,"Methane/Phenol/Toluene Hydroxylase",996,331,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","","","pfam02332","","No","No","Aromatic degradation",NA
"150",2582923155,"TH2159DRAFT_00850",NA,"phenol 2-monooxygenase P0 subunit (EC 1.14.13.7)",222,73,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","","","pfam06099","","No","No","Aromatic degradation",NA
"151",2582923158,"TH2159DRAFT_00853",NA,"2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases",1023,340,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.18.1.3","COG0543","H C","pfam00111 pfam00175 pfam00970","","No","No","Aromatic degradation","M00125"
"152",2582923159,"TH2159DRAFT_00854",NA,"toluene 4-monooxygenase protein E (EC 1.14.13.-)",999,332,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.14.13.-","","","pfam02332","","No","No","Aromatic degradation","M00028"
"153",2582923364,"TH2159DRAFT_01059",NA,"4-oxalocrotonate tautomerase family enzyme",192,63,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:5.3.2.6","COG1942","R","pfam01361","TIGR00013","No","No","Aromatic degradation","M00124"
"154",2582923524,"TH2159DRAFT_01219",NA,"3-hydroxybenzoate 6-hydroxylase (EC 1.14.13.24)",1194,397,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.14.13.1","COG0654","H C","pfam01494","","No","Yes","Aromatic degradation",NA
"155",2582924150,"TH2159DRAFT_01845",NA,"toluene 4-monooxygenase protein A (EC 1.14.13.-)",1506,501,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.14.13.-","","","pfam02332 pfam04945","","No","No","Aromatic degradation","M00028"
"156",2582924151,"TH2159DRAFT_01846",NA,"toluene 4-monooxygenase protein B (EC 1.14.13.-)",267,88,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.14.13.-","","","pfam06234","","No","No","Aromatic degradation","M00028"
"157",2582924152,"TH2159DRAFT_01847",NA,"toluene 4-monooxygenase protein C (EC 1.14.13.-)",336,111,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","COG2146","P R","pfam00355","","No","No","Aromatic degradation",NA
"158",2582924153,"TH2159DRAFT_01848",NA,"MmoB/DmpM family",276,92,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.14.13.-","","","pfam02406","","No","No","Aromatic degradation","M00028"
"159",2582924491,"TH2159DRAFT_02186",NA,"Rieske [2Fe-2S] domain protein, MocE subfamily",312,103,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","","COG2146","P R","pfam00355","TIGR02377","No","No","Aromatic degradation",NA
"160",2582924612,"TH2159DRAFT_02307",NA,"Pyridine nucleotide-disulphide oxidoreductase/Reductase C-terminal",1254,417,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.18.1.3","","","pfam00070 pfam07992 pfam14759","","No","No","Aromatic degradation","M00125"
"161",2582924892,"TH2159DRAFT_02588",NA,"Pyridine nucleotide-disulphide oxidoreductase/Reductase C-terminal",1239,412,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.18.1.3","","","pfam00070 pfam07992 pfam14759","","No","No","Aromatic degradation","M00125"
"162",2582925309,"TH2159DRAFT_03005",NA,"S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase",1119,372,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.1.1.1 EC:1.1.1.284","COG1062","C","pfam00107 pfam08240","TIGR02818","No","No","Aromatic degradation","M00555"
"163",2582925562,"TH2159DRAFT_03258",NA,"4-carboxy-2-hydroxymuconate semialdehyde dehydrogenase (EC 1.1.1.-)",957,318,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.1.1.312","COG0673","R","pfam01408","","No","No","Aromatic degradation","M00533"
"164",2582925577,"TH2159DRAFT_03273",NA,"4-hydroxybenzoate 3-monooxygenase",1173,390,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2159","EC:1.14.13.2","COG0654","H C","pfam01494","TIGR02360","No","No","Aromatic degradation",NA
"165",2582926250,"TH2160DRAFT_00223",NA,"4-oxalocrotonate tautomerase family enzyme",192,63,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2160","EC:5.3.2.6","COG1942","R","pfam01361","TIGR00013","No","No","Aromatic degradation","M00124"
"166",2582926266,"TH2160DRAFT_00239",NA,"4-oxalocrotonate isomerase (EC 5.3.2.-)",192,63,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2160","EC:5.3.2.6","COG1942","R","pfam01361","TIGR00013","No","No","Aromatic degradation","M00124"
"167",2582926267,"TH2160DRAFT_00240",NA,"4-oxalocrotonate decarboxylase (EC 4.1.1.77)",789,262,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2160","EC:4.1.1.77","COG3971","Q","pfam01557","TIGR03218","No","No","Aromatic degradation","M00124"
"168",2582926268,"TH2160DRAFT_00241",NA,"4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.39)",1044,347,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.2160","EC:4.1.3.39 EC:4.1.3.43","COG0119","E","pfam00682 pfam07836","TIGR03217","No","No","Aromatic degradation","M00033"
