"SAMPLE","PWY_NAME","PWY_COMMON_NAME","RXN","ORF","coverage"
"m2582580515","PWY-5704","urea degradation II","UREASE-RXN","m2582580515_227_2",100
"m2582580515","PWY-5063","phytyl diphosphate biosynthesis","RXN-7660","m2582580515_233_2",100
"m2582580515","PWY-5063","phytyl diphosphate biosynthesis","RXN-7660","m2582580515_139_2",100
"m2582580515","GLUTORN-PWY","L-ornithine biosynthesis I","ACETYLORNDEACET-RXN","m2582580515_14_22",80
"m2582580515","GLUTORN-PWY","L-ornithine biosynthesis I","N-ACETYLGLUTPREDUCT-RXN","m2582580515_179_10",80
"m2582580515","GLUTORN-PWY","L-ornithine biosynthesis I","ACETYLORNTRANSAM-RXN","m2582580515_173_8",80
"m2582580515","GLUTORN-PWY","L-ornithine biosynthesis I","N-ACETYLTRANSFER-RXN","m2582580515_134_6",80
"m2582580515","PWY-7219","adenosine ribonucleotides de novo biosynthesis","AMPSYN-RXN","m2582580515_213_2",75
"m2582580515","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ATPSYN-RXN","m2582580515_162_10",75
"m2582580515","PWY-7219","adenosine ribonucleotides de novo biosynthesis","ADENYL-KIN-RXN","m2582580515_91_3",75
"m2582580515","PWY-6613","tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate","METHENYLTHFCYCLOHYDRO-RXN","m2582580515_241_1",100
"m2582580515","PWY-6613","tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate","GART-RXN","m2582580515_178_1",100
"m2582580515","SAM-PWY","S-adenosyl-L-methionine biosynthesis","S-ADENMETSYN-RXN","m2582580515_36_14",100
"m2582580515","SAM-PWY","S-adenosyl-L-methionine biosynthesis","S-ADENMETSYN-RXN","m2582580515_137_12",100
"m2582580515","PWY0-1313","acetate conversion to acetyl-CoA","ACETATE--COA-LIGASE-RXN","m2582580515_88_4",100
"m2582580515","PWY0-1313","acetate conversion to acetyl-CoA","ACETATE--COA-LIGASE-RXN","m2582580515_131_0",100
"m2582580515","PWY-5041","S-adenosyl-L-methionine cycle II","HOMOCYSMET-RXN","m2582580515_3_9",75
"m2582580515","PWY-5041","S-adenosyl-L-methionine cycle II","ADENOSYLHOMOCYSTEINASE-RXN","m2582580515_36_13",75
"m2582580515","PWY-5041","S-adenosyl-L-methionine cycle II","S-ADENMETSYN-RXN","m2582580515_137_12",75
"m2582580515","PWY-5041","S-adenosyl-L-methionine cycle II","S-ADENMETSYN-RXN","m2582580515_36_14",75
"m2582580515","PWY-6646","fluoroacetate degradation","RXN-11761","m2582580515_64_9",100
"m2582580515","VALSYN-PWY","L-valine biosynthesis","ACETOLACTSYN-RXN","m2582580515_49_0",75
"m2582580515","VALSYN-PWY","L-valine biosynthesis","DIHYDROXYISOVALDEHYDRAT-RXN","m2582580515_43_3",75
"m2582580515","VALSYN-PWY","L-valine biosynthesis","ACETOLACTSYN-RXN","m2582580515_227_6",75
"m2582580515","VALSYN-PWY","L-valine biosynthesis","ACETOLACTSYN-RXN","m2582580515_52_6",75
"m2582580515","VALSYN-PWY","L-valine biosynthesis","ACETOLACTSYN-RXN","m2582580515_30_8",75
"m2582580515","VALSYN-PWY","L-valine biosynthesis","DIHYDROXYISOVALDEHYDRAT-RXN","m2582580515_134_0",75
"m2582580515","VALSYN-PWY","L-valine biosynthesis","ACETOLACTREDUCTOISOM-RXN","m2582580515_52_4",75
"m2582580515","VALSYN-PWY","L-valine biosynthesis","DIHYDROXYISOVALDEHYDRAT-RXN","m2582580515_192_7",75
"m2582580515","PWY0-981","taurine degradation IV","RXN0-299","m2582580515_177_11",100
"m2582580515","PWY0-981","taurine degradation IV","RXN0-299","m2582580515_219_8",100
"m2582580515","GLYSYN-ALA-PWY","glycine biosynthesis III","ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN","m2582580515_228_4",100
"m2582580515","ALADEG-PWY","L-alanine degradation I","DALADEHYDROG-RXN","m2582580515_183_20",100
"m2582580515","ALADEG-PWY","L-alanine degradation I","ALARACECAT-RXN","m2582580515_158_1",100
"m2582580515","PWY-7346","UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)","UGD-RXN","m2582580515_244_6",100
"m2582580515","ASPARTATESYN-PWY","L-aspartate biosynthesis","ASPAMINOTRANS-RXN","m2582580515_35_11",100
"m2582580515","ASPARTATE-DEG1-PWY","L-aspartate degradation I","ASPAMINOTRANS-RXN","m2582580515_35_11",100
"m2582580515","PWY0-541","cyclopropane fatty acid (CFA) biosynthesis","2.1.1.79-RXN","m2582580515_39_1",100
"m2582580516","VALSYN-PWY","L-valine biosynthesis","BRANCHED-CHAINAMINOTRANSFERVAL-RXN","m2582580516_80_3",75
"m2582580516","VALSYN-PWY","L-valine biosynthesis","ACETOLACTSYN-RXN","m2582580516_118_43",75
"m2582580516","VALSYN-PWY","L-valine biosynthesis","ACETOLACTSYN-RXN","m2582580516_36_2",75
"m2582580516","VALSYN-PWY","L-valine biosynthesis","DIHYDROXYISOVALDEHYDRAT-RXN","m2582580516_96_5",75
"m2582580516","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580516_93_42",100
"m2582580516","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580516_20_3",100
"m2582580516","PWY-7344","UDP-D-galactose biosynthesis","UDPGLUCEPIM-RXN","m2582580516_94_5",100
"m2582580516","PWY-66","GDP-L-fucose biosynthesis I (from GDP-D-mannose)","1.1.1.271-RXN","m2582580516_123_8",100
"m2582580516","PWY-66","GDP-L-fucose biosynthesis I (from GDP-D-mannose)","1.1.1.271-RXN","m2582580516_25_0",100
"m2582580516","PWY-66","GDP-L-fucose biosynthesis I (from GDP-D-mannose)","GDPMANDEHYDRA-RXN","m2582580516_123_7",100
"m2582580516","LEUSYN-PWY","L-leucine biosynthesis","BRANCHED-CHAINAMINOTRANSFERLEU-RXN","m2582580516_80_3",83.3333333333333
"m2582580516","LEUSYN-PWY","L-leucine biosynthesis","3-ISOPROPYLMALISOM-RXN","m2582580516_112_10",83.3333333333333
"m2582580516","LEUSYN-PWY","L-leucine biosynthesis","3-ISOPROPYLMALDEHYDROG-RXN","m2582580516_112_1",83.3333333333333
"m2582580516","LEUSYN-PWY","L-leucine biosynthesis","2-ISOPROPYLMALATESYN-RXN","m2582580516_79_6",83.3333333333333
"m2582580516","LEUSYN-PWY","L-leucine biosynthesis","3-ISOPROPYLMALISOM-RXN","m2582580516_67_22",83.3333333333333
"m2582580516","PWY-6756","S-methyl-5-thioadenosine degradation II","5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN","m2582580516_44_2",100
"m2582580516","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","DTDPKIN-RXN","m2582580516_74_11",100
"m2582580516","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","RXN-7913","m2582580516_19_15",100
"m2582580516","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","DTMPKI-RXN","m2582580516_20_1",100
"m2582580516","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","DTMPKI-RXN","m2582580516_55_1",100
"m2582580516","PWY0-1313","acetate conversion to acetyl-CoA","ACETATE--COA-LIGASE-RXN","m2582580516_126_9",100
"m2582580516","PWY0-1313","acetate conversion to acetyl-CoA","ACETATE--COA-LIGASE-RXN","m2582580516_54_1",100
"m2582580516","MANNCAT-PWY","D-mannose degradation","MANNPISOM-RXN","m2582580516_16_9",100
"m2582580516","PWY1-2","L-alanine degradation IV","ALANINE-DEHYDROGENASE-RXN","m2582580516_39_49",100
"m2582580516","PWY-7205","CMP phosphorylation","RXN-11832","m2582580516_19_15",100
"m2582580516","PWY-7205","CMP phosphorylation","CDPKIN-RXN","m2582580516_74_11",100
"m2582580516","GLYSYN-PWY","glycine biosynthesis I","GLYOHMETRANS-RXN","m2582580516_19_8",100
"m2582580516","PWY-7183","pyrimidine nucleobases salvage I","URACIL-PRIBOSYLTRANS-RXN","m2582580516_23_18",100
"m2582580516","BSUBPOLYAMSYN-PWY","spermidine biosynthesis I","SAMDECARB-RXN","m2582580516_23_15",100
"m2582580516","BSUBPOLYAMSYN-PWY","spermidine biosynthesis I","SPERMIDINESYN-RXN","m2582580516_115_20",100
"m2582580516","GLNSYN-PWY","L-glutamine biosynthesis I","GLUTAMINESYN-RXN","m2582580516_146_2",100
"m2582580516","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPGLUCDEHYDRAT-RXN","m2582580516_81_0",75
"m2582580516","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPGLUCDEHYDRAT-RXN","m2582580516_103_11",75
"m2582580516","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPGLUCOSEPP-RXN","m2582580516_103_10",75
"m2582580516","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPDEHYDRHAMEPIM-RXN","m2582580516_103_9",75
"m2582580516","PWY-5041","S-adenosyl-L-methionine cycle II","ADENOSYLHOMOCYSTEINASE-RXN","m2582580516_36_0",75
"m2582580516","PWY-5041","S-adenosyl-L-methionine cycle II","HOMOCYSMET-RXN","m2582580516_58_48",75
"m2582580516","PWY-5041","S-adenosyl-L-methionine cycle II","S-ADENMETSYN-RXN","m2582580516_77_2",75
"m2582580516","PWY-5041","S-adenosyl-L-methionine cycle II","ADENOSYLHOMOCYSTEINASE-RXN","m2582580516_149_0",75
"m2582580516","SAM-PWY","S-adenosyl-L-methionine biosynthesis","S-ADENMETSYN-RXN","m2582580516_77_2",100
"m2582580516","PWY-5122","geranyl diphosphate biosynthesis","GPPSYN-RXN","m2582580516_102_9",100
"m2582580516","P21-PWY","pentose phosphate pathway (partial)","RIBULP3EPIM-RXN","m2582580516_58_30",100
"m2582580516","P21-PWY","pentose phosphate pathway (partial)","1TRANSKETO-RXN","m2582580516_31_16",100
"m2582580517","PWY-5148","acyl-CoA hydrolysis","THIOESTER-RXN","m2582580517_88_75",100
"m2582580517","PWY-5148","acyl-CoA hydrolysis","THIOESTER-RXN","m2582580517_0_62",100
"m2582580517","PWY-5148","acyl-CoA hydrolysis","THIOESTER-RXN","m2582580517_95_0",100
"m2582580517","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580517_17_39",100
"m2582580517","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580517_29_3",100
"m2582580517","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580517_27_2",100
"m2582580517","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580517_49_4",100
"m2582580517","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580517_8_5",100
"m2582580517","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580517_49_11",100
"m2582580517","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580517_64_4",100
"m2582580517","GLYSYN-THR-PWY","glycine biosynthesis IV","THREONINE-ALDOLASE-RXN","m2582580517_10_4",100
"m2582580517","HOMOSER-THRESYN-PWY","L-threonine biosynthesis","THRESYN-RXN","m2582580517_48_31",100
"m2582580517","HOMOSER-THRESYN-PWY","L-threonine biosynthesis","HOMOSERKIN-RXN","m2582580517_104_5",100
"m2582580517","PWY-7221","guanosine ribonucleotides de novo biosynthesis","IMP-DEHYDROG-RXN","m2582580517_17_18",100
"m2582580517","PWY-7221","guanosine ribonucleotides de novo biosynthesis","GMP-SYN-GLUT-RXN","m2582580517_88_27",100
"m2582580517","PWY-7221","guanosine ribonucleotides de novo biosynthesis","GDPKIN-RXN","m2582580517_9_5",100
"m2582580517","PWY-7221","guanosine ribonucleotides de novo biosynthesis","GUANYL-KIN-RXN","m2582580517_44_2",100
"m2582580517","PWY-1722","formate assimilation into 5,10-methylenetetrahydrofolate","FORMATETHFLIG-RXN","m2582580517_107_1",100
"m2582580517","PWY-1722","formate assimilation into 5,10-methylenetetrahydrofolate","METHENYLTHFCYCLOHYDRO-RXN","m2582580517_90_3",100
"m2582580517","PWY-6012-1","acyl carrier protein activation","HOLO-ACP-SYNTH-RXN","m2582580517_88_4",100
"m2582580517","ASPARTATE-DEG1-PWY","L-aspartate degradation I","ASPAMINOTRANS-RXN","m2582580517_26_3",100
"m2582580517","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","HEMN-RXN","m2582580517_56_1",75
"m2582580517","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","PROTOHEMEFERROCHELAT-RXN","m2582580517_88_84",75
"m2582580517","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","HEMN-RXN","m2582580517_66_4",75
"m2582580517","HEMESYN2-PWY","heme biosynthesis II (anaerobic)","UROGENDECARBOX-RXN","m2582580517_88_85",75
"m2582580517","PWY-4341","L-glutamate biosynthesis V","GLUTAMATE-SYNTHASE-FERREDOXIN-RXN","m2582580517_40_21",100
"m2582580517","PWY0-1313","acetate conversion to acetyl-CoA","ACETATE--COA-LIGASE-RXN","m2582580517_1_14",100
"m2582580517","PWY-7344","UDP-D-galactose biosynthesis","UDPGLUCEPIM-RXN","m2582580517_0_41",100
"m2582580517","PWY-7344","UDP-D-galactose biosynthesis","UDPGLUCEPIM-RXN","m2582580517_0_146",100
"m2582580517","PWY0-981","taurine degradation IV","RXN0-299","m2582580517_75_12",100
"m2582580517","PWY-5","canavanine biosynthesis","RXN-10","m2582580517_0_107",75
"m2582580517","PWY-5","canavanine biosynthesis","RXN-9","m2582580517_77_4",75
"m2582580517","PWY-5","canavanine biosynthesis","RXN-22","m2582580517_77_2",75
"m2582580517","PWY-4984","urea cycle","RXN-13202","m2582580517_44_5",80
"m2582580517","PWY-4984","urea cycle","ARGSUCCINSYN-RXN","m2582580517_0_107",80
"m2582580517","PWY-4984","urea cycle","ORNCARBAMTRANSFER-RXN","m2582580517_77_4",80
"m2582580517","PWY-4984","urea cycle","RXN-13202","m2582580517_76_10",80
"m2582580517","PWY-4984","urea cycle","ARGSUCCINLYA-RXN","m2582580517_77_2",80
"m2582580517","PWY-6268","adenosylcobalamin salvage from cobalamin","COBALADENOSYLTRANS-RXN","m2582580517_0_67",100
"m2582580517","PWY-5120","geranylgeranyl diphosphate biosynthesis","FARNESYLTRANSTRANSFERASE-RXN","m2582580517_61_18",100
"m2582580517","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580517_40_21",100
"m2582580517","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580517_44_5",100
"m2582580517","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580517_88_27",100
"m2582580517","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580517_76_10",100
"m2582580517","PWY0-1021","L-alanine biosynthesis III","RXN0-308","m2582580517_72_6",100
"m2582580517","PWY-7205","CMP phosphorylation","RXN-11832","m2582580517_17_19",100
"m2582580517","PWY-7205","CMP phosphorylation","CDPKIN-RXN","m2582580517_9_5",100
"m2582580517","PWY-2161","folate polyglutamylation","FOLYLPOLYGLUTAMATESYNTH-RXN","m2582580517_9_6",100
"m2582580517","PWY-2161","folate polyglutamylation","GLYOHMETRANS-RXN","m2582580517_10_4",100
"m2582580517","PWY-2161","folate polyglutamylation","FORMATETHFLIG-RXN","m2582580517_107_1",100
"m2582580517","PWY-2161","folate polyglutamylation","GLYOHMETRANS-RXN","m2582580517_48_11",100
"m2582580517","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","RXN-7913","m2582580517_17_19",100
"m2582580517","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","DTDPKIN-RXN","m2582580517_9_5",100
"m2582580517","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","DTMPKI-RXN","m2582580517_3_20",100
"m2582580517","PROSYN-PWY","L-proline biosynthesis I","PYRROLINECARBREDUCT-RXN","m2582580517_27_4",75
"m2582580517","PROSYN-PWY","L-proline biosynthesis I","GLUTKIN-RXN","m2582580517_32_12",75
"m2582580517","PROSYN-PWY","L-proline biosynthesis I","GLUTSEMIALDEHYDROG-RXN","m2582580517_17_0",75
"m2582580517","ASPARAGINE-DEG1-PWY","L-asparagine degradation I","ASPARAGHYD-RXN","m2582580517_39_37",100
"m2582580517","ASPARTATESYN-PWY","L-aspartate biosynthesis","ASPAMINOTRANS-RXN","m2582580517_26_3",100
"m2582580518","PWY-5755","4-hydroxybenzoate biosynthesis II (microbes)","CHORPYRLY-RXN","m2582580518_219_2",100
"m2582580518","PWY-5350","thiosulfate disproportionation III (rhodanese)","THIOSULFATE-SULFURTRANSFERASE-RXN","m2582580518_195_2",100
"m2582580518","OXIDATIVEPENT-PWY","pentose phosphate pathway (oxidative branch)","GLU6PDEHYDROG-RXN","m2582580518_64_1",100
"m2582580518","OXIDATIVEPENT-PWY","pentose phosphate pathway (oxidative branch)","6PGLUCONOLACT-RXN","m2582580518_88_4",100
"m2582580518","OXIDATIVEPENT-PWY","pentose phosphate pathway (oxidative branch)","RXN-9952","m2582580518_46_2",100
"m2582580518","HISTSYN-PWY","L-histidine biosynthesis","PRIBFAICARPISOM-RXN","m2582580518_155_4",80
"m2582580518","HISTSYN-PWY","L-histidine biosynthesis","HISTIDPHOS-RXN","m2582580518_283_6",80
"m2582580518","HISTSYN-PWY","L-histidine biosynthesis","ATPPHOSPHORIBOSYLTRANS-RXN","m2582580518_75_12",80
"m2582580518","HISTSYN-PWY","L-histidine biosynthesis","HISTALDEHYD-RXN","m2582580518_258_5",80
"m2582580518","HISTSYN-PWY","L-histidine biosynthesis","ATPPHOSPHORIBOSYLTRANS-RXN","m2582580518_216_1",80
"m2582580518","HISTSYN-PWY","L-histidine biosynthesis","HISTCYCLOHYD-RXN","m2582580518_190_4",80
"m2582580518","HISTSYN-PWY","L-histidine biosynthesis","HISTAMINOTRANS-RXN","m2582580518_224_0",80
"m2582580518","HISTSYN-PWY","L-histidine biosynthesis","IMIDPHOSDEHYD-RXN","m2582580518_200_14",80
"m2582580518","HISTSYN-PWY","L-histidine biosynthesis","HISTCYCLOHYD-RXN","m2582580518_213_7",80
"m2582580518","HISTSYN-PWY","L-histidine biosynthesis","PRIBFAICARPISOM-RXN","m2582580518_1_1",80
"m2582580518","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","GLUTRNAREDUCT-RXN","m2582580518_113_2",83.3333333333333
"m2582580518","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","PORPHOBILSYNTH-RXN","m2582580518_273_16",83.3333333333333
"m2582580518","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","GLURS-RXN","m2582580518_207_5",83.3333333333333
"m2582580518","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","OHMETHYLBILANESYN-RXN","m2582580518_131_10",83.3333333333333
"m2582580518","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","GSAAMINOTRANS-RXN","m2582580518_190_3",83.3333333333333
"m2582580518","PWY-7344","UDP-D-galactose biosynthesis","UDPGLUCEPIM-RXN","m2582580518_187_6",100
"m2582580518","PWY-7344","UDP-D-galactose biosynthesis","UDPGLUCEPIM-RXN","m2582580518_39_3",100
"m2582580518","PWY-7346","UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)","UGD-RXN","m2582580518_183_8",100
"m2582580518","PWY-6268","adenosylcobalamin salvage from cobalamin","COBALADENOSYLTRANS-RXN","m2582580518_88_7",100
"m2582580518","PWY-6268","adenosylcobalamin salvage from cobalamin","COBALADENOSYLTRANS-RXN","m2582580518_126_36",100
"m2582580518","PWY-6268","adenosylcobalamin salvage from cobalamin","COBALADENOSYLTRANS-RXN","m2582580518_125_16",100
"m2582580518","PWY-6700","queuosine biosynthesis","RXN0-1342","m2582580518_285_1",75
"m2582580518","PWY-6700","queuosine biosynthesis","RXN0-4022","m2582580518_295_10",75
"m2582580518","PWY-6700","queuosine biosynthesis","RXN0-1321","m2582580518_137_2",75
"m2582580518","PWY-5086","chlorophyll a biosynthesis I","RXN1F-66","m2582580518_133_1",100
"m2582580518","GLUTAMATE-DEG1-PWY","L-glutamate degradation I","GLUTAMATE-DEHYDROGENASE-RXN","m2582580518_136_5",100
"m2582580518","PWY-5805","nonaprenyl diphosphate biosynthesis I","TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN","m2582580518_234_0",100
"m2582580518","PWY-6520","nonaprenyl diphosphate biosynthesis II","RXN-11486","m2582580518_234_0",100
"m2582580518","HOMOSER-THRESYN-PWY","L-threonine biosynthesis","THRESYN-RXN","m2582580518_0_0",100
"m2582580518","HOMOSER-THRESYN-PWY","L-threonine biosynthesis","HOMOSERKIN-RXN","m2582580518_293_8",100
"m2582580518","GLUTATHIONESYN-PWY","glutathione biosynthesis","GLUTCYSLIG-RXN","m2582580518_52_1",100
"m2582580518","GLUTATHIONESYN-PWY","glutathione biosynthesis","GLUTCYSLIG-RXN","m2582580518_48_2",100
"m2582580518","GLUTATHIONESYN-PWY","glutathione biosynthesis","GLUTATHIONE-SYN-RXN","m2582580518_82_10",100
"m2582580518","GLUTATHIONESYN-PWY","glutathione biosynthesis","GLUTCYSLIG-RXN","m2582580518_262_5",100
"m2582580518","PWY-5382","hydrogen oxidation II (aerobic, NAD)","HYDROGEN-DEHYDROGENASE-RXN","m2582580518_230_26",100
"m2582580518","PWY-5382","hydrogen oxidation II (aerobic, NAD)","HYDROGEN-DEHYDROGENASE-RXN","m2582580518_230_21",100
"m2582580518","PWY-5382","hydrogen oxidation II (aerobic, NAD)","HYDROGEN-DEHYDROGENASE-RXN","m2582580518_230_20",100
"m2582580518","PWY-5382","hydrogen oxidation II (aerobic, NAD)","HYDROGEN-DEHYDROGENASE-RXN","m2582580518_230_22",100
"m2582580518","PWY-5382","hydrogen oxidation II (aerobic, NAD)","HYDROGEN-DEHYDROGENASE-RXN","m2582580518_230_24",100
"m2582580518","PWY-6758","hydrogen production II","HYDROGEN-DEHYDROGENASE-RXN","m2582580518_230_22",100
"m2582580518","PWY-6758","hydrogen production II","HYDROGEN-DEHYDROGENASE-RXN","m2582580518_230_24",100
"m2582580518","PWY-6758","hydrogen production II","HYDROGEN-DEHYDROGENASE-RXN","m2582580518_230_26",100
"m2582580518","PWY-6758","hydrogen production II","HYDROGEN-DEHYDROGENASE-RXN","m2582580518_230_21",100
"m2582580518","PWY-6758","hydrogen production II","HYDROGEN-DEHYDROGENASE-RXN","m2582580518_230_20",100
"m2582580518","PWY-6894","thiamine diphosphate biosynthesis I (E. coli)","THI-P-KIN-RXN","m2582580518_107_10",100
"m2582580518","PWY-6894","thiamine diphosphate biosynthesis I (E. coli)","RXN-12611","m2582580518_86_2",100
"m2582580518","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580518_16_9",100
"m2582580518","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580518_196_3",100
"m2582580518","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580518_107_26",100
"m2582580518","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580518_230_10",100
"m2582580518","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580518_82_12",100
"m2582580518","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580518_307_9",100
"m2582580518","ASPARAGINE-BIOSYNTHESIS","L-asparagine biosynthesis I","ASNSYNB-RXN","m2582580518_230_10",100
"m2582580518","ASPARAGINE-BIOSYNTHESIS","L-asparagine biosynthesis I","ASNSYNB-RXN","m2582580518_196_3",100
