SAMPLE	PWY_NAME	PWY_COMMON_NAME	NUM_REACTIONS	NUM_COVERED_REACTIONS	ORF_COUNT
m2236661001	PWY-6118	glycerol-3-phosphate shuttle	2	1	3
m2236661001	PWY-7346	UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)	1	1	1
m2236661001	PWY-7417	"phospholipid remodeling (phosphatidate, yeast)"	2	1	1
m2236661001	SERSYN-PWY	L-serine biosynthesis	3	1	1
m2236661001	PWY-5921	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	2	1	3
m2236661001	PWY-5667	CDP-diacylglycerol biosynthesis I	4	3	3
m2236661001	PWY0-1319	CDP-diacylglycerol biosynthesis II	4	3	3
m2236661001	PWY-4621	arsenate detoxification II (glutaredoxin)	2	1	1
m2236661001	PWY-5083	NAD/NADH phosphorylation and dephosphorylation	6	2	2
m2236661001	PWY-6313	serotonin degradation	7	3	7
m2236661001	PWY-5366	palmitoleate biosynthesis II (plants and bacteria)	2	1	1
m2236661001	PWY-7221	guanosine ribonucleotides de novo biosynthesis	4	2	2
m2236661001	DAPLYSINESYN-PWY	L-lysine biosynthesis I	9	5	5
m2236661001	FASYN-ELONG-PWY	fatty acid elongation -- saturated	5	2	3
m2236661001	PWY-6802	salidroside biosynthesis	4	2	3
m2236661001	PWY-5971	palmitate biosynthesis II (bacteria and plants)	31	14	3
m2236661001	PWY-6307	"L-tryptophan degradation X (mammalian, via tryptamine)"	4	2	5
m2236661001	PWY66-21	ethanol degradation II	3	3	7
m2236661001	PWY0-1313	acetate conversion to acetyl-CoA	1	1	1
m2236661001	PWY6666-2	dopamine degradation	5	2	5
m2236661001	PWY-7112	4-hydroxy-2-nonenal detoxification	4	1	1
m2236661002	ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	9	4	4
m2236661002	PWY-6695	oxalate degradation II	3	1	1
m2236661002	TRNA-CHARGING-PWY	tRNA charging	21	15	16
m2236661002	MANNCAT-PWY	D-mannose degradation	1	1	1
m2236661002	PWY-7586	"beta-1,4-D-mannosyl-N-acetyl-D-glucosamine degradation"	3	2	3
m2236661002	PWY-6543	4-aminobenzoate biosynthesis	2	2	3
m2236661002	TRPSYN-PWY	L-tryptophan biosynthesis	6	5	7
m2236661002	PWY-6700	queuosine biosynthesis	4	1	1
m2236661002	GLUTSYN-PWY	L-glutamate biosynthesis I	1	1	2
m2236661002	PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	12	3	4
m2236661002	GLUTAMINEFUM-PWY	L-glutamine degradation II	1	1	2
m2236661002	PWY-6164	3-dehydroquinate biosynthesis I	2	2	2
m2236661002	GLYSYN-THR-PWY	glycine biosynthesis IV	1	1	1
m2236661002	PWY-7560	methylerythritol phosphate pathway II	9	7	7
m2236661002	ASPARTATESYN-PWY	L-aspartate biosynthesis	1	1	2
m2236661002	PWY490-4	L-asparagine biosynthesis III (tRNA-dependent)	3	2	5
m2236661002	PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	6	6	5
m2236661002	PWY-5890	menaquinol-10 biosynthesis	2	1	1
m2236661002	PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	4	3	3
m2236661002	PWY-2781	cis-zeatin biosynthesis	5	1	1
m2236661002	PWY-66	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	2	2	2
m2236661002	PWY-5891	menaquinol-11 biosynthesis	2	1	1
m2236661002	PWY-7183	pyrimidine nucleobases salvage I	1	1	2
m2236661002	PWY0-1313	acetate conversion to acetyl-CoA	1	1	1
m2236661002	PWY-6124	inosine-5-phosphate biosynthesis II	5	2	2
m2236661002	PWY0-662	PRPP biosynthesis I	1	1	1
m2236661002	PWY-5839	menaquinol-7 biosynthesis	2	1	1
m2236661002	PWY-5849	menaquinol-6 biosynthesis	1	1	1
m2236661002	PWY-6936	seleno-amino acid biosynthesis	5	3	3
m2236661002	PWY-5921	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	2	1	4
m2236661002	PWY-5895	menaquinol-13 biosynthesis	2	1	1
m2236661002	PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	3	2	2
m2236661002	PWY-5892	menaquinol-12 biosynthesis	2	1	1
m2236661002	PWY-4621	arsenate detoxification II (glutaredoxin)	2	1	1
m2236661002	LEUSYN-PWY	L-leucine biosynthesis	6	5	6
m2236661002	PWY-6268	adenosylcobalamin salvage from cobalamin	1	1	1
m2236661002	PWY-7663	gondoate biosynthesis (anaerobic)	4	1	5
m2236661002	HOMOSER-THRESYN-PWY	L-threonine biosynthesis	2	2	2
m2236661002	ADENOSYLHOMOCYSCAT-PWY	L-methionine salvage from L-homocysteine	3	2	2
m2236661002	PWY-5844	menaquinol-9 biosynthesis	1	1	1
m2236661002	HOMOSERSYN-PWY	L-homoserine biosynthesis	3	3	3
m2236661002	MENAQUINONESYN-PWY	menaquinol-8 biosynthesis	1	1	1
m2236661002	CITRULLINE-DEG-PWY	L-citrulline degradation	2	1	2
m2236661002	FASYN-ELONG-PWY	fatty acid elongation -- saturated	5	1	5
m2236661002	PWY-2221	Entner-Doudoroff pathway III (semi-phosphorylative)	9	6	12
m2236661002	PWYQT-4429	CO2 fixation into oxaloacetate (anaplerotic)	2	2	2
m2236661002	NONMEVIPP-PWY	methylerythritol phosphate pathway I	9	7	7
m2236661002	PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	8	8	9
m2236661002	PWY-7117	"C4 photosynthetic carbon assimilation cycle, PEPCK type"	10	6	6
m2236661002	PWY-241	"C4 photosynthetic carbon assimilation cycle, NADP-ME type"	5	4	4
m2236661002	PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	9	8	7
m2236661002	PWY-6614	tetrahydrofolate biosynthesis	3	1	1
m2236661002	THIOREDOX-PWY	thioredoxin pathway	2	1	1
m2236661002	PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation	3	0	1
m2236661002	PWY-7382	lipoate biosynthesis and incorporation (yeast)	7	3	1
m2236661002	PWY-7219	adenosine ribonucleotides de novo biosynthesis	4	4	11
m2236661002	PWY-1042	glycolysis IV (plant cytosol)	10	6	8
m2236661002	PWY66-373	sucrose degradation V (sucrose alpha-glucosidase)	5	2	2
m2236661002	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	4	3	2
m2236661002	PWY-7176	UTP and CTP de novo biosynthesis	3	2	2
m2236661002	PWY0-1479	tRNA processing	10	4	2
m2236661002	KDO-LIPASYN-PWY	(Kdo)2-lipid A biosynthesis I	2	2	1
m2236661002	PWY-5159	trans-4-hydroxy-L-proline degradation II	4	3	3
m2236661002	ASPARTATE-DEG1-PWY	L-aspartate degradation I	1	1	2
m2236661002	PWY-5783	octaprenyl diphosphate biosynthesis	1	1	2
m2236661002	PYRIDOXSYN-PWY	pyridoxal 5-phosphate biosynthesis I	8	3	4
m2236661002	ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	7	4	6
m2236661002	PPGPPMET-PWY	ppGpp biosynthesis	6	3	3
m2236661002	PWY-7221	guanosine ribonucleotides de novo biosynthesis	4	3	3
m2236661002	PWY-3781	aerobic respiration I (cytochrome c)	4	4	19
m2236661002	ALANINE-VALINESYN-PWY	L-alanine biosynthesis I	3	2	2
m2236661002	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	4	3	2
m2236661002	GLNSYN-PWY	L-glutamine biosynthesis I	1	1	2
m2236661002	PWY-7205	CMP phosphorylation	2	1	1
m2236661002	CYSTSYN-PWY	L-cysteine biosynthesis I	2	2	2
m2236661002	CITRULBIO-PWY	L-citrulline biosynthesis	8	5	9
m2236661002	PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	6	2	2
m2236661002	VALSYN-PWY	L-valine biosynthesis	4	4	6
m2236661002	PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	4	3	3
m2236661002	PWY-6030	serotonin and melatonin biosynthesis	4	1	1
m2236661002	PROUT-PWY	L-proline degradation	3	1	1
m2236661002	PWY-842	starch degradation I	3	1	1
m2236661002	HOMOSER-METSYN-PWY	L-methionine biosynthesis I	5	3	3
m2236661002	PWY-702	L-methionine biosynthesis II	6	3	4
m2236661002	PWY-7112	4-hydroxy-2-nonenal detoxification	4	1	1
m2236661002	PWY-5403	betaxanthin biosynthesis (via dopamine)	2	1	1
m2236661002	PWY-6117	spermine and spermidine degradation I	5	2	1
m2236661002	PWY-5177	glutaryl-CoA degradation	5	2	3
m2236661002	PWY-6307	"L-tryptophan degradation X (mammalian, via tryptamine)"	4	2	6
m2236661002	GALACTITOLCAT-PWY	galactitol degradation	4	1	1
m2236661002	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	5	3	6
m2236661002	PWY-7346	UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)	1	1	1
m2236661002	PWY-7180	2-deoxy-alpha-D-ribose 1-phosphate degradation	3	1	1
m2236661002	PWY-6536	4-aminobutanoate degradation III	2	1	1
m2236661002	PWY-5686	UMP biosynthesis	6	2	2
m2236661002	PWY-7269	NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)	5	1	5
m2236661002	BETA-ALA-DEGRADATION-I-PWY	beta-alanine degradation I	2	2	2
m2236661002	PWY0-461	L-lysine degradation I	1	1	1
m2236661002	PWY-0	putrescine degradation III	4	2	6
m2236661002	PWY-901	methylglyoxal degradation II	2	1	1
m2236661002	DAPLYSINESYN-PWY	L-lysine biosynthesis I	9	8	9
m2236661002	PWY-6609	adenine and adenosine salvage III	4	3	4
m2236661002	SERSYN-PWY	L-serine biosynthesis	3	3	4
m2236661002	TYRFUMCAT-PWY	L-tyrosine degradation I	5	1	2
m2236661002	PWY-6163	chorismate biosynthesis from 3-dehydroquinate	6	5	5
m2236661002	PWY-7181	pyrimidine deoxyribonucleosides degradation	3	2	2
m2236661002	DETOX1-PWY	superoxide radicals degradation	2	1	1
m2236661002	VALDEG-PWY	L-valine degradation I	8	3	4
m2236661002	PWY-5083	NAD/NADH phosphorylation and dephosphorylation	6	2	15
m2236661002	PANTO-PWY	phosphopantothenate biosynthesis I	4	2	2
m2236661002	PWY-5	canavanine biosynthesis	4	2	3
m2236661002	PROSYN-PWY	L-proline biosynthesis I	4	3	3
m2236661002	PWY-7179	purine deoxyribonucleosides degradation I	4	4	3
m2236661002	PWY-5138	"unsaturated, even numbered fatty acid beta-oxidation"	6	2	2
m2236661002	PWY0-1319	CDP-diacylglycerol biosynthesis II	4	3	3
m2236661002	PWY-6048	methylthiopropanoate degradation I (cleavage)	3	1	1
m2236661002	PWY-7589	palmitoleate biosynthesis III (cyanobacteria)	2	1	1
m2236661002	PWY-7587	oleate biosynthesis III (cyanobacteria)	3	1	1
m2236661002	PWY-6619	adenine and adenosine salvage VI	1	1	1
m2236661002	PWY0-1021	L-alanine biosynthesis III	1	1	3
m2236661002	PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	10	4	3
m2236661002	PWY-7417	"phospholipid remodeling (phosphatidate, yeast)"	2	1	1
m2236661002	PWY-5667	CDP-diacylglycerol biosynthesis I	4	3	3
m2236661002	NADPHOS-DEPHOS-PWY-1	NAD phosphorylation and transhydrogenation	2	1	3
m2236661002	P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)	11	6	5
m2236661002	PWY-5913	partial TCA cycle (obligate autotrophs)	11	7	8
m2236661003	MENAQUINONESYN-PWY	menaquinol-8 biosynthesis	1	1	1
m2236661003	PWY-5921	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	2	1	1
m2236661003	PWY0-1313	acetate conversion to acetyl-CoA	1	1	1
m2236661003	PWY-66	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	2	1	1
m2236661003	PWY-7663	gondoate biosynthesis (anaerobic)	4	1	1
m2236661003	PWY-7409	"phospholipid remodeling (phosphatidylethanolamine, yeast)"	4	1	1
m2236661003	FASYN-ELONG-PWY	fatty acid elongation -- saturated	5	1	1
m2236661003	PWY0-1479	tRNA processing	10	2	1
m2236661003	PWY-5138	"unsaturated, even numbered fatty acid beta-oxidation"	6	2	1
m2236661003	PWY-6952	glycerophosphodiester degradation	2	1	1
m2236661003	PROUT-PWY	L-proline degradation	3	1	1
m2236661003	TRPCAT-PWY	L-tryptophan degradation I (via anthranilate)	3	1	1
m2236661003	VALSYN-PWY	L-valine biosynthesis	4	1	1
m2236661003	PANTO-PWY	phosphopantothenate biosynthesis I	4	1	1
m2236661003	PWY-5087	L-glutamate degradation VI (to pyruvate)	4	1	1
m2236661003	NADPHOS-DEPHOS-PWY-1	NAD phosphorylation and transhydrogenation	2	1	2
m2236661003	PWY-7219	adenosine ribonucleotides de novo biosynthesis	4	1	1
m2236661003	PWY-7221	guanosine ribonucleotides de novo biosynthesis	4	1	1
m2236661003	P21-PWY	pentose phosphate pathway (partial)	3	3	3
m2236661003	PWY-4984	urea cycle	5	2	2
m2236661003	PWY-901	methylglyoxal degradation II	2	1	1
m2236661003	GLUTAMINDEG-PWY	L-glutamine degradation I	1	1	1
m2236661003	GLUTORN-PWY	L-ornithine biosynthesis I	5	1	1
m2236661003	PWY-5	canavanine biosynthesis	4	1	1
m2236661003	PWY-7002	4-hydroxyacetophenone degradation	5	1	1
m2236661003	PWY-7112	4-hydroxy-2-nonenal detoxification	4	1	1
m2236661003	SERSYN-PWY	L-serine biosynthesis	3	2	2
m2236661003	PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	8	4	4
m2236661003	PWY-7639	bis(guanylyl molybdenum cofactor) biosynthesis	2	1	1
m2236661003	ASPARTATESYN-PWY	L-aspartate biosynthesis	1	1	1
m2236661003	PWY-5964	guanylyl molybdenum cofactor biosynthesis	1	1	1
m2236661003	ASPARTATE-DEG1-PWY	L-aspartate degradation I	1	1	1
m2236661003	PWY-7346	UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)	1	1	1
m2236661003	HISTSYN-PWY	L-histidine biosynthesis	10	2	1
m2236661003	PWY-6123	inosine-5-phosphate biosynthesis I	6	2	1
m2236661003	PWY66-162	ethanol degradation IV	3	2	2
m2236661003	PWY-5506	methanol oxidation to formaldehyde IV	2	1	1
m2236661003	DETOX1-PWY	superoxide radicals degradation	2	1	1
m2236661003	GLYSYN-THR-PWY	glycine biosynthesis IV	1	1	1
m2236661004	ASPARTATESYN-PWY	L-aspartate biosynthesis	1	1	1
m2236661004	ASPARTATE-DEG1-PWY	L-aspartate degradation I	1	1	1
m2236661004	PWY-6120	L-tyrosine biosynthesis III	3	2	2
m2236661004	PWY-7219	adenosine ribonucleotides de novo biosynthesis	4	2	3
m2236661004	PWY-901	methylglyoxal degradation II	2	1	1
m2236661004	PWY0-1021	L-alanine biosynthesis III	1	1	1
m2236661004	PWY-7176	UTP and CTP de novo biosynthesis	3	1	1
m2236661004	PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	10	4	1
m2236661004	HOMOSER-THRESYN-PWY	L-threonine biosynthesis	2	1	1
m2236661004	PWY0-1479	tRNA processing	10	2	2
m2236661004	PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	4	1	1
m2236661004	PWY-6952	glycerophosphodiester degradation	2	1	1
m2236661004	PWY-7205	CMP phosphorylation	2	1	1
m2236661004	PWY0-1319	CDP-diacylglycerol biosynthesis II	4	2	2
m2236661004	GLUTAMINDEG-PWY	L-glutamine degradation I	1	1	1
m2236661004	PWY-7409	"phospholipid remodeling (phosphatidylethanolamine, yeast)"	4	1	1
m2236661004	PWY-5686	UMP biosynthesis	6	2	2
m2236661004	PWY-7417	"phospholipid remodeling (phosphatidate, yeast)"	2	1	1
m2236661004	GLUTORN-PWY	L-ornithine biosynthesis I	5	1	1
m2236661004	PROUT-PWY	L-proline degradation	3	1	1
m2236661004	PWY-7587	oleate biosynthesis III (cyanobacteria)	3	1	1
m2236661004	PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	12	3	3
m2236661004	PWY-7589	palmitoleate biosynthesis III (cyanobacteria)	2	1	1
m2236661004	PWY-6308	L-cysteine biosynthesis II (tRNA-dependent)	3	1	1
m2236661004	PWY-5667	CDP-diacylglycerol biosynthesis I	4	2	2
m2236661004	PWY-5921	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	2	1	1
m2236661004	PWY-5837	"1,4-dihydroxy-2-naphthoate biosynthesis"	7	3	5
m2236661004	PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	3	3	1
m2236661004	PWY0-501	lipoate biosynthesis and incorporation I	2	1	1
m2236661004	PWY-6164	3-dehydroquinate biosynthesis I	2	1	1
m2236661004	PWY-6163	chorismate biosynthesis from 3-dehydroquinate	6	2	2
m2236661004	PWY-6019	pseudouridine degradation	2	1	1
m2236661004	P21-PWY	pentose phosphate pathway (partial)	3	2	1
m2236661004	PWY-7221	guanosine ribonucleotides de novo biosynthesis	4	1	1
m2236661004	VALSYN-PWY	L-valine biosynthesis	4	2	2
m2236661004	PWY-6543	4-aminobenzoate biosynthesis	2	1	1
m2236661004	PWY-5087	L-glutamate degradation VI (to pyruvate)	4	1	1
m2236661004	PWY-7112	4-hydroxy-2-nonenal detoxification	4	1	1
m2236661004	PWY-31	canavanine degradation	2	1	1
m2236661004	SERSYN-PWY	L-serine biosynthesis	3	2	2
m2236661004	P562-PWY	myo-inositol degradation I	7	1	1
m2236661004	PWY-4984	urea cycle	5	2	2
m2236661004	PWY0-1313	acetate conversion to acetyl-CoA	1	1	1
m2236661004	PWY-6124	inosine-5-phosphate biosynthesis II	5	2	2
m2236661004	PWY-7180	2-deoxy-alpha-D-ribose 1-phosphate degradation	3	1	1
m2236661005	PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	8	4	4
m2236661005	PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	8	4	4
m2236661005	HOMOSERSYN-PWY	L-homoserine biosynthesis	3	3	3
m2236661005	LEUSYN-PWY	L-leucine biosynthesis	6	5	5
m2236661005	PWY0-461	L-lysine degradation I	1	1	2
m2236661005	PWY-6619	adenine and adenosine salvage VI	1	1	1
m2236661005	PWY-6435	4-hydroxybenzoate biosynthesis V	5	2	3
m2236661005	TRNA-CHARGING-PWY	tRNA charging	21	18	19
m2236661005	PWY-5162	2-oxopentenoate degradation	3	1	1
m2236661005	PWY-6609	adenine and adenosine salvage III	4	4	5
m2236661005	PWY-7179	purine deoxyribonucleosides degradation I	4	4	3
m2236661005	PWY-2781	cis-zeatin biosynthesis	5	1	1
m2236661005	PWY-7589	palmitoleate biosynthesis III (cyanobacteria)	2	1	3
m2236661005	PWY-6303	methyl indole-3-acetate interconversion	2	1	1
m2236661005	HOMOSER-METSYN-PWY	L-methionine biosynthesis I	5	3	3
m2236661005	PWY-702	L-methionine biosynthesis II	6	2	3
m2236661005	SAM-PWY	S-adenosyl-L-methionine biosynthesis	1	1	1
m2236661005	PWY-5344	L-homocysteine biosynthesis	2	2	4
m2236661005	DAPLYSINESYN-PWY	L-lysine biosynthesis I	9	8	8
m2236661005	PWY-7417	"phospholipid remodeling (phosphatidate, yeast)"	2	1	3
m2236661005	PWY490-4	L-asparagine biosynthesis III (tRNA-dependent)	3	2	4
m2236661005	NONMEVIPP-PWY	methylerythritol phosphate pathway I	9	7	6
m2236661005	PWY-6700	queuosine biosynthesis	4	1	1
m2236661005	P21-PWY	pentose phosphate pathway (partial)	3	3	2
m2236661005	PWY-7340	"9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)"	10	4	2
m2236661005	PWY-5921	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	2	1	3
m2236661005	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	5	4	5
m2236661005	PWY-4621	arsenate detoxification II (glutaredoxin)	2	1	1
m2236661005	GLNSYN-PWY	L-glutamine biosynthesis I	1	1	2
m2236661005	THIOREDOX-PWY	thioredoxin pathway	2	1	1
m2236661005	GLYCLEAV-PWY	glycine cleavage	3	3	3
m2236661005	PWY-6118	glycerol-3-phosphate shuttle	2	1	2
m2236661005	PWY-5046	2-oxoisovalerate decarboxylation to isobutanoyl-CoA	3	3	3
m2236661005	HOMOSER-THRESYN-PWY	L-threonine biosynthesis	2	2	2
m2236661005	PWY-5366	palmitoleate biosynthesis II (plants and bacteria)	2	1	1
m2236661005	PWY-5530	sorbitol biosynthesis II	3	1	1
m2236661005	PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	3	3	3
m2236661005	PWY-6012-1	acyl carrier protein activation	1	1	1
m2236661005	FASYN-ELONG-PWY	fatty acid elongation -- saturated	5	2	5
m2236661005	PWY-2221	Entner-Doudoroff pathway III (semi-phosphorylative)	9	5	9
m2236661005	PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation	3	1	2
m2236661005	PWY-5973	cis-vaccenate biosynthesis	5	3	6
m2236661005	PWY-5138	"unsaturated, even numbered fatty acid beta-oxidation"	6	3	3
m2236661005	PWY-7288	"fatty acid beta-oxidation (peroxisome, yeast)"	5	3	3
m2236661005	KDO-LIPASYN-PWY	(Kdo)2-lipid A biosynthesis I	2	2	1
m2236661005	PWY-7606	"docosahexaenoate biosynthesis III (6-desaturase, mammals)"	14	2	4
m2236661005	PWY-6527	stachyose degradation	7	5	5
m2236661005	PWY-7382	lipoate biosynthesis and incorporation (yeast)	7	3	1
m2236661005	PWY-735	jasmonic acid biosynthesis	19	6	3
m2236661005	PWY-5078	L-isoleucine degradation II	3	2	2
m2236661005	HYDROXYPRODEG-PWY	trans-4-hydroxy-L-proline degradation I	5	1	1
m2236661005	PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	6	3	2
m2236661005	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	4	3	2
m2236661005	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	4	3	2
m2236661005	PWY-7112	4-hydroxy-2-nonenal detoxification	4	1	1
m2236661005	PWY-7338	"10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)"	12	3	2
m2236661005	PWY-842	starch degradation I	3	1	2
m2236661005	PWY66-21	ethanol degradation II	3	2	7
m2236661005	PWY66-399	gluconeogenesis III	12	9	9
m2236661005	BETSYN-PWY	glycine betaine biosynthesis I (Gram-negative bacteria)	2	1	1
m2236661005	ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	9	9	10
m2236661005	PWY-5783	octaprenyl diphosphate biosynthesis	1	1	1
m2236661005	CHOLINE-BETAINE-ANA-PWY	choline degradation I	2	1	1
m2236661005	MENAQUINONESYN-PWY	menaquinol-8 biosynthesis	1	1	1
m2236661005	PYRIDOXSYN-PWY	pyridoxal 5-phosphate biosynthesis I	8	3	3
m2236661005	PWY-5844	menaquinol-9 biosynthesis	1	1	1
m2236661005	PWY-6333	acetaldehyde biosynthesis I	1	1	2
m2236661005	PWY-5849	menaquinol-6 biosynthesis	1	1	1
m2236661005	PWY-5852	demethylmenaquinol-8 biosynthesis I	1	1	1
m2236661005	PWY-3781	aerobic respiration I (cytochrome c)	4	4	24
m2236661005	PWY-5892	menaquinol-12 biosynthesis	2	2	2
m2236661005	GALACTUROCAT-PWY	D-galacturonate degradation I	5	2	3
m2236661005	PWY-5	canavanine biosynthesis	4	3	3
m2236661005	PWY-5853	demethylmenaquinol-6 biosynthesis I	1	1	1
m2236661005	PWY-5851	demethylmenaquinol-9 biosynthesis	1	1	1
m2236661005	PWY-7339	"10-trans-heptadecenoyl-CoA degradation (MFE-dependent, yeast)"	6	3	2
m2236661005	NADPHOS-DEPHOS-PWY-1	NAD phosphorylation and transhydrogenation	2	2	4
m2236661005	PWY-5891	menaquinol-11 biosynthesis	2	2	2
m2236661005	PWY-5895	menaquinol-13 biosynthesis	2	2	2
m2236661005	PWY-7337	10-cis-heptadecenoyl-CoA degradation (yeast)	12	3	2
m2236661005	PWY-5839	menaquinol-7 biosynthesis	2	2	2
m2236661005	FAO-PWY	fatty acid beta-oxidation I	7	4	5
m2236661005	PWY-5890	menaquinol-10 biosynthesis	2	2	2
m2236661005	PWY-6117	spermine and spermidine degradation I	5	2	1
m2236661005	TCA	TCA cycle I (prokaryotic)	10	8	10
m2236661005	PWY-5667	CDP-diacylglycerol biosynthesis I	4	3	5
m2236661005	PWY0-1319	CDP-diacylglycerol biosynthesis II	4	3	5
m2236661005	PWY-6614	tetrahydrofolate biosynthesis	3	2	2
m2236661005	PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	5	3	3
m2236661005	PWY-7176	UTP and CTP de novo biosynthesis	3	3	4
m2236661005	PWY-6124	inosine-5-phosphate biosynthesis II	5	1	2
m2236661005	PWY-7221	guanosine ribonucleotides de novo biosynthesis	4	4	8
m2236661005	PWY-5989	stearate biosynthesis II (bacteria and plants)	6	3	6
m2236661005	PWY-5913	partial TCA cycle (obligate autotrophs)	11	10	12
m2236661005	PWY-4381	fatty acid biosynthesis initiation I	3	3	3
m2236661005	PWY-7180	2-deoxy-alpha-D-ribose 1-phosphate degradation	3	1	1
m2236661005	PWY-0	putrescine degradation III	4	2	6
m2236661005	PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	5	4	6
m2236661005	PWY-5076	L-leucine degradation III	3	2	2
m2236661005	PWY-6599	guanine and guanosine salvage II	2	2	2
m2236661005	GLUTSYN-PWY	L-glutamate biosynthesis I	1	1	3
m2236661005	PWY-7181	pyrimidine deoxyribonucleosides degradation	3	2	2
m2236661005	PWY-5147	oleate biosynthesis I (plants)	3	2	2
